subject,campus_suffix,course_number,credits,title,description,prerequisite_raw,corequisite_raw,exclusion_raw
BMEG,_V,521,3,Linear Systems in Optics,"Linear system theory and Fourier Optics, applications in optics including wave propagation and image quality assessment. Credit will be granted for only one of BMEG 421 or BMEG 521. ELEC 221 recommended. This course is not eligible for Credit/D/Fail grading.",,,"Linear system theory and Fourier Optics, applications in optics including wave propagation and image quality assessment. Credit will be granted for only one of BMEG 421 or BMEG 521. ELEC 221 recommended. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,522,3,Modern Biomedical Optical Imaging,"Advanced multimodal optical imaging concepts, fundamental optics, optical OCT theories, advanced modern OCT technologies, and OCT application in clinical medicine and biomedical engineering. Credit will be granted for only one of BMEG 422 or BMEG 522. BMEG 421 or courses with MATLAB recommended. This course is not eligible for Credit/D/Fail grading.",,,"Advanced multimodal optical imaging concepts, fundamental optics, optical OCT theories, advanced modern OCT technologies, and OCT application in clinical medicine and biomedical engineering. Credit will be granted for only one of BMEG 422 or BMEG 522. BMEG 421 or courses with MATLAB recommended. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,523,3,Clinical Informatics,"Fundamental concepts in clinical information systems, decision support, and mobile health. Application of information engineering to health care, including the management and use of patient health and well-being information. Credit will be granted for only one of BMEG 423 or BMEG 523. This course is not eligible for Credit/D/Fail grading.",,,"Fundamental concepts in clinical information systems, decision support, and mobile health. Application of information engineering to health care, including the management and use of patient health and well-being information. Credit will be granted for only one of BMEG 423 or BMEG 523. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,524,3,Genome Informatics,"Principles and best practices in analyzing genomics data. Genome architecture, mappability, repeat elements, ChIP-seq, open chromatin, histone modifications, single cell technologies, genome wide association studies, statistical analyses, computational analysis, data processing. Credit will be granted for only one of BMEG 424 or BMEG 524. BMEG 310 or equivalent recommended. This course is not eligible for Credit/D/Fail grading.",,,"Principles and best practices in analyzing genomics data. Genome architecture, mappability, repeat elements, ChIP-seq, open chromatin, histone modifications, single cell technologies, genome wide association studies, statistical analyses, computational analysis, data processing. Credit will be granted for only one of BMEG 424 or BMEG 524. BMEG 310 or equivalent recommended. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,550,3,Biomedical Engineering Technology,[3-3*-0] This course is not eligible for Credit/D/Fail grading.,,,
BMEG,_V,556,3,Clinical and Industrial Biomedical Engineering,"Principles of professional engineering practice, the Canadian healthcare system, medical approach to diagnosis, principles and management of common medical devices, ethics and regulations for clinical trials, codes and regulations of medical devices, applications of biomedical engineering. Credit will be granted for only one of BMEG 456 or BMEG 556. This course is not eligible for Credit/D/Fail grading.",,,"Principles of professional engineering practice, the Canadian healthcare system, medical approach to diagnosis, principles and management of common medical devices, ethics and regulations for clinical trials, codes and regulations of medical devices, applications of biomedical engineering. Credit will be granted for only one of BMEG 456 or BMEG 556. This course is not eligible for Credit/D/Fail grading."
BMEG,_V,557,1,Statistical Methods for Evaluating Medical Technologies,This course is not eligible for Credit/D/Fail grading.,,,
BMEG,_V,580,3,Biomedical Engineering Topics at the Interface of Medicine and Engineering,This course is not eligible for Credit/D/Fail grading.,,,
BMEG,_V,581,3,Professional and Academic Development,This course is not eligible for Credit/D/Fail grading.,,,
BMEG,_V,590,1,Biomedical Engineering Professional Skills,"Formulate and implement a professional skills development plan involving workshops on topics such as writing, presentation, teaching, finance, marketing, equity, ethics. Pass/Fail grading. This course is not eligible for Credit/D/Fail grading.",,,
BMEG,_V,597,6,Master of Engineering Project,"Supervised industrial, clinical, or research project for students registered in Biomedical Engineering program. This course is not eligible for Credit/D/Fail grading.",,,
BMEG,_V,598,1,Biomedical Engineering Seminar,Presentation and discussion of current topics in biomedical engineering research and development. A required course for all graduate students in Biomedical Engineering. This course is not eligible for Credit/D/Fail grading.,,,
BMEG,_V,599,12,M.A. Sc. Thesis,This course is not eligible for Credit/D/Fail grading.,,,
BMEG,_V,699,0,Doctoral Dissertation,This course is not eligible for Credit/D/Fail grading.,,,
BOTA,_V,501,3,Seminar in Botany,This course is not eligible for Credit/D/Fail grading.,,,
BOTA,_V,502,0,Thesis Seminar,This course is not eligible for Credit/D/Fail grading.,,,
BOTA,_V,526,3,Advanced Plant Community Analysis,This course is not eligible for Credit/D/Fail grading.,,,
BOTA,_V,527,3,Dynamics of Plant Populations,Prerequisite: BIOL_V 407 This course is not eligible for Credit/D/Fail grading.,BIOL_V 407 This course is not eligible for Credit/D/Fail grading.,,
BOTA,_V,528,3,Current Topics in Plant Biochemistry,This course is not eligible for Credit/D/Fail grading.,,,
BOTA,_V,544,3,Plant Molecular Biology Laboratory,"Admission to the course is limited and requires recommendation from the Head of Botany or the Director of the Biotechnology Laboratory. Prerequisite: BIOL 335 is recommended as either a prerequisite or corequisite. Equivalency: PLNT540, FRST503 This course is not eligible for Credit/D/Fail grading.","BIOL 335 is recommended as either a prerequisite or corequisite. Equivalency: PLNT540, FRST503 This course is not eligible for Credit/D/Fail grading.",,
BOTA,_V,548,3,M.Sc. Major Essay,This course is not eligible for Credit/D/Fail grading.,,,
BOTA,_V,549,18,Master's Thesis,This course is not eligible for Credit/D/Fail grading.,,,
BOTA,_V,649,0,Doctoral Dissertation,This course is not eligible for Credit/D/Fail grading.,,,
BUSI,_V,100,3,Micro Foundations of Real Estate Economics,Basic principles of microeconomics and application to current economic problems.,,,
BUSI,_V,101,3,Capital Markets and Real Estate,Basic principles of macroeconomics and application to current economic problems. Prerequisite: BUSI 100.,BUSI 100.,,
BUSI,_V,111,3,British Columbia Real Estate Law and Real Estate Ethics,Canadian legal system and contract law and detailed aspects of real estate law as it applies in British Columbia.,,,
BUSI,_V,112,3,Canadian Real Property Law and Real Estate Ethics,Canadian legal system and contract law and detailed aspects of real estate law as it applies across Canada.,,,
BUSI,_V,121,3,Foundations of Real Estate Mathematics,Introduction to mathematics of real estate finance and statistical measures and methods and their application to practical real estate concepts.,,,
BUSI,_V,221,3,Real Estate Finance in a Canadian Context,"History, function and mechanics of Canadian mortgage markets. Prerequisite: [BUSI121]",[BUSI121],,
BUSI,_V,290,3,Introduction to Quantitative Decision Analysis,"Introduction to decision models in business, including basic optimization, linear programming, probability, decision analysis, random variables, simulation, and solving decision problems using spreadsheet tools.",,,
BUSI,_V,291,3,Application of Statistics in Business,"Methods and applications of statistics in business; data analysis, descriptive regression; data generation; sampling distributions; hypothesis testing; confidence intervals; two sample problems; inference in regression. This course is not eligible for Credit/D/Fail grading.",,,
BUSI,_V,293,3,Introductory Financial Accounting,Introduction to the construction and interpretation of financial reports prepared primarily for external use. This course is not eligible for Credit/D/Fail grading.,,,
BUSI,_V,294,3,Introductory Management Accounting,"Introduction to the development and use of accounting information for management planning and control, and the development of cost information for financial reports. Prerequisite: BUSI293 or equivalent. Corequisite: BUSI293 or equivalent. This course is not eligible for Credit/D/Fail grading.",BUSI293 or equivalent. Corequisite: BUSI293 or equivalent. This course is not eligible for Credit/D/Fail grading.,BUSI293 or equivalent. This course is not eligible for Credit/D/Fail grading.,
BUSI,_V,295,3,Business Economics,Introduction to microeconomics and macroeconomics principles with applications to accounting and business decision making. This course is not eligible for Credit/D/Fail grading.,,,
BUSI,_V,299,1,Business Communications,"Basic communication theory, communications in organizations. Includes written and oral practice in lab sessions.",,,
BUSI,_V,300,3,Urban and Real Estate Economics,"Comprehensive treatment of urban and real estate economics; introduction to study of cities and real estate market; analytical microeconomic principles. Prerequisite: All of BUSI_V 100, BUSI_V 101.","All of BUSI_V 100, BUSI_V 101.",,
BUSI,_V,329,3,Principles of Organizational Behaviour,"An introductory examination of work organizations and the behaviour of individuals within them. Phenomena to be studied include organizational structure, environments, group processes, motivation and leadership. This course is not eligible for Credit/D/Fail grading.",,,
BUSI,_V,330,3,Foundations of Real Estate Appraisal,Introduction to concepts and techniques for appraising the value of real estate. Recommended pre-requisite: BUSI 121.,,,
BUSI,_V,331,3,Real Estate Investment Analysis and Advanced Income Appraisal,"Valuation techniques for income real estate, including income method of appraisal, tax consequences of real property ownership, and portfolio analysis methodology. Prerequisite: All of BUSI 121, BUSI 330.","All of BUSI 121, BUSI 330.",,
BUSI,_V,335,3,Information Systems,"Introduction to information technology related to business use: design, implementation, and application of information systems. This course is not eligible for Credit/D/Fail grading.",,,
BUSI,_V,344,3,Statistical and Computer Applications in Valuation,"Explores creative, practical uses of statistical and computer applications in determining and analyzing real estate value. Through case studies and hands-on computer work, students will learn the fundamentals of exploratory data analysis and appraisal valuation modelling.",,,
BUSI,_V,352,3,Case Studies in Residential Valuation,"Examines common issues that affect the practice of residential real estate valuation. Credit will be granted for only one of BUSI 352 or both BUSI 442 and BUSI 452. Prerequisite: BUSI 330. BUSI 121, BUSI 344 recommended.","BUSI 330. BUSI 121, BUSI 344 recommended.",,"Examines common issues that affect the practice of residential real estate valuation. Credit will be granted for only one of BUSI 352 or both BUSI 442 and BUSI 452. Prerequisite: BUSI 330. BUSI 121, BUSI 344 recommended."
